4.227882	1.744405	0.089416	0.007843	0.000000	-150.000000	0.057143	0.013430
4.195400	1.691324	0.092875	0.007843	0.000000	265.000000	0.110000	0.025051
4.170669	1.643269	0.093002	0.007843	0.000000	-35.000000	0.103774	0.033506
4.155296	1.600964	0.088965	0.007843	0.000000	35.000000	0.012658	0.046444
4.128216	1.552753	0.090403	0.007843	0.000000	-255.000000	0.037500	0.053932
4.095825	1.502371	0.094420	0.007843	0.000000	-760.000000	0.058824	0.036891
4.068050	1.454928	0.096429	0.007843	0.000000	-340.000000	0.050000	0.020474
4.023193	1.400417	0.106918	0.007843	0.000000	-70.000000	0.083333	0.005129
4.024292	1.368971	0.095670	0.007843	0.000000	-0.000000	0.000000	0.005286
4.031635	1.341078	0.081521	0.007843	0.000000	155.000000	0.127451	0.005276
3.990966	1.289492	0.090147	0.009076	0.000000	140.000000	0.033333	0.011873
3.953056	1.240679	0.097861	0.009440	0.000000	-165.000000	0.090909	0.013444
3.822162	1.147940	0.150391	0.011202	0.000000	-300.000000	0.148148	0.021295
3.839935	1.126772	0.131589	0.011033	0.000000	-590.000000	0.041667	0.017820
3.899120	1.124378	0.092478	0.009961	0.000000	-340.000000	0.054795	0.034155
3.875034	1.083616	0.093806	0.010253	0.000000	-405.000000	-0.037500	0.019019
3.850719	1.043097	0.095336	0.010627	0.000000	-80.000000	-0.075472	0.018257
3.830909	1.006037	0.095079	0.007843	0.000000	-250.000000	0.113636	0.007489
3.816070	0.970512	0.092104	0.007843	0.000000	255.000000	0.073171	0.000977
3.799270	0.934750	0.090265	0.007843	0.000000	-280.000000	0.056338	0.006151
3.783866	0.899820	0.087728	0.007843	0.000000	85.000000	-0.015152	0.009109
3.774891	0.868383	0.082230	0.007843	0.000000	-35.000000	-0.009091	0.006833
3.790920	0.846657	0.063835	0.007843	0.000000	-205.000000	0.154762	0.005566
3.788360	0.817276	0.054776	0.007843	0.000000	175.000000	-0.047945	0.008184
3.788929	0.789455	0.044181	0.007843	0.000000	-160.000000	0.060606	0.008624
3.765666	0.752695	0.045827	0.007843	0.000000	-10.000000	-0.010811	0.011190
3.740513	0.715662	0.048581	0.007843	0.000000	35.000000	0.006711	0.003253
3.730201	0.685108	0.043920	0.007843	0.000000	80.000000	0.021277	0.002938
3.702892	0.648109	0.047993	0.007843	0.000000	-185.000000	0.056818	0.004082
