-3.922395	-1.804141	-1.329778	0.000000	-265.000000
-3.866734	-1.745148	-1.312229	0.000000	-295.000000
-3.839523	-1.698341	-1.302071	0.000000	-0.000000
-3.811430	-1.653015	-1.291921	0.000000	210.000000
-3.785125	-1.607971	-1.282221	0.000000	-105.000000
-3.778440	-1.570789	-1.277621	0.000000	-165.000000
-3.734882	-1.520589	-1.263753	0.000000	-60.000000
-3.722002	-1.482041	-1.257762	0.000000	20.000000
-3.714247	-1.445942	-1.253145	0.000000	-410.000000
-3.685968	-1.402923	-1.243447	0.000000	-170.000000
-3.655491	-1.359754	-1.233273	0.000000	-175.000000
-3.622731	-1.316480	-1.222647	0.000000	-200.000000
-3.521078	-1.251703	-1.194881	0.000000	-210.000000
-3.574406	-1.238049	-1.206004	0.000000	-385.000000
-3.553620	-1.200099	-1.198601	0.000000	-395.000000
-3.543572	-1.166077	-1.193983	0.000000	-50.000000
-3.535236	-1.132570	-1.189817	0.000000	-440.000000
-3.498441	-1.091515	-1.178717	0.000000	-220.000000
-3.470723	-1.053506	-1.169918	0.000000	-35.000000
-3.480247	-1.025905	-1.170388	0.000000	-0.000000
-3.483912	-0.996990	-1.169455	0.000000	195.000000
-3.481508	-0.967289	-1.167144	0.000000	-150.000000
-3.462116	-0.932725	-1.160654	0.000000	35.000000
-3.469050	-0.904096	-1.160654	0.000000	-800.000000
-3.460526	-0.872504	-1.156938	0.000000	-305.000000
-3.462895	-0.844558	-1.156013	0.000000	180.000000
-3.432989	-0.808688	-1.147201	0.000000	95.000000
-3.400782	-0.773112	-1.137939	0.000000	60.000000
-3.379782	-0.740227	-1.131441	0.000000	-365.000000
-3.352767	-0.706451	-1.123567	0.000000	200.000000
-3.329298	-0.674033	-1.116603	0.000000	195.000000
-3.269060	-0.635856	-1.100856	0.000000	-25.000000
-3.062906	-0.572842	-1.049918	0.000000	-95.000000
-2.998075	-0.536243	-1.033246	0.000000	795.000000
-3.015581	-0.513718	-1.036462	0.000000	865.000000
-3.025302	-0.489180	-1.037836	0.000000	320.000000
-3.038656	-0.465720	-1.040124	0.000000	2085.000000
-3.015103	-0.437681	-1.033628	0.000000	2825.000000
-2.875709	-0.394187	-0.999353	0.000000	1585.000000
-2.880578	-0.371311	-0.999798	0.000000	1050.000000
-3.057437	-0.367618	-1.041418	0.000000	125.000000
-3.079534	-0.345388	-1.046027	0.000000	2275.000000
-3.033861	-0.315204	-1.034423	0.000000	90.000000
-3.024716	-0.289082	-1.031624	0.000000	-135.000000
-3.021226	-0.263827	-1.030200	0.000000	-75.000000
-3.013599	-0.238709	-1.027862	0.000000	35.000000
-3.001995	-0.212938	-1.024583	0.000000	-120.000000
-2.966906	-0.185157	-1.015766	0.000000	-25.000000
-2.916077	-0.157463	-1.003232	0.000000	1745.000000
-2.804717	-0.128082	-0.976371	0.000000	445.000000
-2.798159	-0.104320	-0.974477	0.000000	2640.000000
-2.779714	-0.080401	-0.969821	0.000000	4035.000000
-2.741696	-0.056023	-0.960527	0.000000	2735.000000
-2.740422	-0.033010	-0.960031	0.000000	3150.000000
-2.690380	-0.009340	-0.947961	0.000000	3575.000000
-2.661530	0.013029	-0.940990	0.000000	1255.000000
-2.562527	0.035670	-0.917354	0.000000	2910.000000
-2.527535	0.057185	-0.908997	0.000000	225.000000
-2.517727	0.078451	-0.906636	0.000000	60.000000
-2.729518	0.103236	-0.957013	0.000000	640.000000
-2.744678	0.126369	-0.960662	0.000000	-35.000000
-2.747943	0.149934	-0.961546	0.000000	-60.000000
-2.739429	0.172637	-0.959643	0.000000	-95.000000
-2.703538	0.193242	-0.951280	0.000000	-0.000000
-2.683066	0.214923	-0.946603	0.000000	-35.000000
-2.693505	0.237947	-0.949334	0.000000	2695.000000
-2.676627	0.259440	-0.945578	0.000000	800.000000
-2.457762	0.265638	-0.893757	0.000000	-205.000000
-2.465935	0.287175	-0.896014	0.000000	-0.000000
-2.479725	0.309393	-0.899668	0.000000	-35.000000
-2.413960	0.323918	-0.884371	0.000000	2420.000000
-2.442993	0.347578	-0.891712	0.000000	1200.000000
-2.437023	0.367494	-0.890741	0.000000	1250.000000
-2.426935	0.388266	-0.888832	0.000000	1740.000000
-2.428423	0.408957	-0.889709	0.000000	2655.000000
-2.414317	0.428029	-0.886877	0.000000	3710.000000
-2.384724	0.444406	-0.880348	0.000000	3295.000000
-2.374110	0.464247	-0.878449	0.000000	1830.000000
-2.394380	0.487387	-0.883930	0.000000	575.000000
-2.379709	0.506079	-0.881107	0.000000	2025.000000
-2.343955	0.520435	-0.873190	0.000000	1530.000000
-2.329095	0.538525	-0.870366	0.000000	1975.000000
-2.344907	0.561396	-0.874919	0.000000	1955.000000
-2.366052	0.586581	-0.880866	0.000000	1140.000000
-2.360466	0.605915	-0.880338	0.000000	35.000000
-2.470904	0.649512	-0.907982	0.000000	1425.000000
-2.464877	0.669624	-0.907447	0.000000	35.000000
-2.441364	0.686871	-0.902769	0.000000	-70.000000
-2.427489	0.705073	-0.900387	0.000000	-25.000000
-2.434251	0.728230	-0.903095	0.000000	-0.000000
-2.423926	0.747056	-0.901635	0.000000	-0.000000
-2.405615	0.765044	-0.898339	0.000000	85.000000
-2.387534	0.781607	-0.895034	0.000000	235.000000
-2.369055	0.799006	-0.891739	0.000000	-95.000000
-2.360185	0.817727	-0.890734	0.000000	-95.000000
-2.343496	0.834805	-0.887901	0.000000	-50.000000
-2.334362	0.853383	-0.886899	0.000000	-35.000000
-2.294910	0.864069	-0.878527	0.000000	-35.000000
-2.266938	0.876731	-0.872911	0.000000	265.000000
-2.268424	0.898912	-0.874688	0.000000	-155.000000
-2.218032	0.904055	-0.863542	0.000000	-0.000000
-4.330682	-2.051093	-1.248322	0.000000	-135.000000
-4.309196	-2.001621	-1.240476	0.000000	-225.000000
-4.240173	-1.933124	-1.222354	0.000000	-775.000000
-4.257484	-1.901359	-1.223181	0.000000	-340.000000
-4.241964	-1.856076	-1.216894	0.000000	-175.000000
-4.200011	-1.802207	-1.205091	0.000000	-150.000000
-4.139707	-1.740879	-1.189329	0.000000	260.000000
-4.025454	-1.660635	-1.162133	0.000000	-335.000000
-4.099905	-1.651765	-1.175566	0.000000	-285.000000
-4.065556	-1.602777	-1.165727	0.000000	-295.000000
-4.052941	-1.562303	-1.160610	0.000000	45.000000
-3.995542	-1.506502	-1.146032	0.000000	-245.000000
