4.190748	1.548546	0.052683	0.011651	0.000000	-720.000000	-0.133333	0.060896	0.010228
4.081922	1.328646	0.048483	0.007843	0.000000	1225.000000	0.510791	0.003912	0.002507
4.012725	1.233030	0.060238	0.007843	0.000000	1145.000000	0.186275	0.016590	0.012934
3.430698	0.450111	0.155261	0.058419	0.000000	865.000000	0.172414	0.010032	0.097230
3.344375	0.398857	0.192506	0.083910	0.000000	2080.000000	0.528302	0.018325	0.134220
3.317238	0.365974	0.197663	0.101816	0.000000	4710.000000	0.450000	0.016918	0.138951
3.323848	0.344641	0.184967	0.106931	0.000000	1880.000000	0.383562	0.029851	0.125754
3.321826	0.319460	0.176402	0.117573	0.000000	1590.000000	0.405405	0.044313	0.116690
3.316215	0.294722	0.170374	0.133171	0.000000	1160.000000	0.288889	0.053462	0.110205
3.252586	0.253550	0.196251	0.121756	0.000000	815.000000	0.367647	0.043417	0.135824
3.311218	0.246546	0.154486	0.123409	0.000000	1565.000000	0.430556	0.054481	0.093372
3.318737	0.224827	0.140787	0.114471	0.000000	975.000000	0.160714	0.073241	0.079156
3.104645	-0.070467	0.161657	0.038781	0.000000	640.000000	0.154589	0.019664	0.095933
3.038788	-0.104874	0.191130	0.061772	0.000000	1685.000000	0.426357	0.014805	0.125307
3.022209	-0.128578	0.192101	0.070478	0.000000	1240.000000	0.243902	0.021727	0.125945
3.018947	-0.151014	0.184602	0.075309	0.000000	2815.000000	0.329949	0.037543	0.118014
2.949508	-0.182360	0.217680	0.088217	0.000000	2930.000000	0.425000	0.027577	0.151091
2.981628	-0.198568	0.189020	0.083292	0.000000	2310.000000	0.447761	0.029155	0.121799
2.979755	-0.219511	0.181127	0.077632	0.000000	3005.000000	0.336957	0.024617	0.113493
2.980987	-0.240910	0.170870	0.075715	0.000000	635.000000	0.462963	0.020774	0.102784
2.990661	-0.260366	0.155769	0.062540	0.000000	1685.000000	0.382716	0.032006	0.087193
2.959438	-0.285757	0.165495	0.053371	0.000000	3100.000000	0.472222	0.051238	0.096686
2.929992	-0.309290	0.174836	0.038676	0.000000	2420.000000	0.329897	0.055696	0.105816
3.038647	-0.319387	0.097078	0.017544	0.000000	2970.000000	0.358696	0.132690	0.026844
3.034073	-0.341478	0.090218	0.011752	0.000000	1095.000000	0.150000	0.228759	0.019572
2.927040	-0.413910	0.129436	0.034294	0.000000	1970.000000	0.303665	0.099267	0.058292
2.866577	-0.438654	0.158846	0.076758	0.000000	1035.000000	0.151376	0.059991	0.087753
2.838093	-0.460138	0.168161	0.109908	0.000000	3065.000000	0.411043	0.034130	0.096890
2.826118	-0.481073	0.166517	0.128097	0.000000	3100.000000	0.352201	0.025632	0.094926
2.822304	-0.502150	0.159277	0.141265	0.000000	2675.000000	0.425287	0.025270	0.087288
2.790119	-0.523413	0.171065	0.158869	0.000000	2345.000000	0.462366	0.030680	0.098936
2.791210	-0.543114	0.161040	0.166486	0.000000	1975.000000	0.329545	0.057693	0.088496
2.733925	-0.564152	0.189799	0.167611	0.000000	2680.000000	0.354167	0.052896	0.117353
2.661754	-0.584099	0.229050	0.160197	0.000000	3685.000000	0.479592	0.031883	0.156863
2.662563	-0.603420	0.219303	0.159070	0.000000	1655.000000	0.294118	0.031889	0.146711
2.645084	-0.622208	0.222094	0.151407	0.000000	70.000000	0.259259	0.062064	0.149277
2.637360	-0.641401	0.218084	0.142495	0.000000	1235.000000	0.431034	0.062061	0.144944
2.652573	-0.661032	0.198308	0.133774	0.000000	1995.000000	0.489130	0.046164	0.124624
2.618209	-0.679579	0.212518	0.119504	0.000000	2515.000000	0.630769	0.046172	0.138771
2.713722	-0.701828	0.137146	0.066811	0.000000	1625.000000	0.327586	0.077082	0.062057
2.772526	-0.724628	0.086284	0.028224	0.000000	1230.000000	0.333333	0.087037	0.010181
2.762348	-0.744099	0.083556	0.015029	0.000000	2715.000000	0.487952	0.039120	0.007147
2.771526	-0.765249	0.066916	0.008216	0.000000	-200.000000	0.216216	0.007041	-0.010012
4.743956	1.882925	0.049765	0.007843	0.000000	-260.000000	0.137931	0.062250	0.009007
4.647417	1.720510	0.051532	0.011910	0.000000	-475.000000	0.202128	0.007430	0.008326
4.594729	1.658190	0.061356	0.013631	0.000000	2785.000000	0.383784	0.020065	0.017355
4.528907	1.517777	0.051775	0.018000	0.000000	-330.000000	0.136364	0.025688	0.005493
4.405977	1.323677	0.056745	0.011673	0.000000	-275.000000	0.119565	0.005881	0.007606
4.370433	1.275221	0.060760	0.010757	0.000000	-275.000000	0.117021	0.010936	0.010954
4.137653	0.834751	0.039683	0.015449	0.000000	-190.000000	-0.116667	0.008330	-0.017032
4.015324	0.646660	0.042553	0.003922	0.000000	-515.000000	0.189655	0.008900	-0.016899
3.717016	0.444578	0.146255	0.032696	0.000000	735.000000	0.238636	0.064491	0.085410
3.685964	0.408667	0.151148	0.044651	0.000000	1690.000000	0.375940	0.058433	0.089852
3.645998	0.371843	0.161119	0.056570	0.000000	1435.000000	0.537037	0.119915	0.099435
3.678707	0.354107	0.134046	0.057228	0.000000	2185.000000	0.408696	0.084995	0.071694
3.573423	0.275772	0.167412	0.074663	0.000000	3050.000000	0.437500	0.087701	0.104424
3.522220	0.238495	0.183920	0.065987	0.000000	1835.000000	0.297619	0.107288	0.120640
3.559385	0.222467	0.154608	0.069414	0.000000	80.000000	0.425532	0.181529	0.090654
3.509550	0.186295	0.170630	0.052040	0.000000	620.000000	0.565217	0.085597	0.106394
3.468195	0.151671	0.181995	0.040580	0.000000	410.000000	0.411348	0.082202	0.117430
3.468391	0.127787	0.172140	0.034503	0.000000	985.000000	0.277108	0.088980	0.107081
3.588260	0.128904	0.098723	0.015419	0.000000	325.000000	0.232323	0.210025	0.032576
3.437854	0.025005	0.148568	0.023920	0.000000	935.000000	0.471154	0.033923	0.081678
3.318271	-0.044214	0.193519	0.035753	0.000000	1445.000000	0.432258	0.040735	0.126314
3.315570	-0.066877	0.185643	0.036633	0.000000	1570.000000	0.251256	0.014631	0.117997
